cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,state,step_no,value_inc,value_chal,value_3rd,weight,step_description,timestamp,simulations
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Virginia,4,2.636616,2.636616,,,Reallocate undecideds and third-party votes,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Virginia,3,41.23864,52.52217,,,Adjusted polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Virginia,2,-.0565338,.0267944,,,Adjust for bounces & recent events,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Virginia,1,41.29518,52.49538,,,Polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Virginia,10,.013475,.986525,,,Chance of winning,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Vermont,9,31.03668,66.43016,,,Projected vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Vermont,8,34.29197,63.17487,,.0486985,Blend with economic fundamentals,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Vermont,7,30.82771,66.63913,,,Snapshot,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Vermont,6,29.77022,67.69662,,.4124587,Blend with regression,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Vermont,5,31.57008,65.89677,,,Reallocated vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Vermont,4,2.334154,2.33416,,,Reallocate undecideds and third-party votes,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Vermont,3,29.23592,63.56261,,,Adjusted polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Vermont,2,-.0129642,-.0303726,,,Adjust for bounces & recent events,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Vermont,1,29.24889,63.59298,,,Polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Vermont,10,.007,.993,,,Chance of winning,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Utah,9,55.89626,41.2818,,,Projected vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Utah,8,59.39176,37.7863,,.0486985,Blend with economic fundamentals,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Utah,7,55.70649,41.47158,,,Snapshot,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Utah,6,59.3332,37.84487,,.3246604,Blend with regression,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Utah,5,53.963,43.21507,,,Reallocated vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Utah,4,3.019321,3.019321,,,Reallocate undecideds and third-party votes,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Utah,3,50.94368,40.19574,,,Adjusted polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Utah,2,.0141907,-.0469666,,,Adjust for bounces & recent events,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Utah,1,50.92949,40.24271,,,Polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Utah,10,.9581,.0419,,,Chance of winning,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Texas,9,50.80992,48.22055,,,Projected vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Texas,8,54.46182,44.56865,,.0486985,Blend with economic fundamentals,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Texas,7,50.61392,48.41654,,,Snapshot,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Texas,6,52.41242,46.61805,,.1976462,Blend with regression,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Texas,5,50.17089,48.85957,,,Reallocated vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Texas,4,2.296555,2.296558,,,Reallocate undecideds and third-party votes,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Texas,3,47.87434,46.56301,,,Adjusted polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Texas,2,-.0093842,.0728188,,,Adjust for bounces & recent events,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Texas,1,47.88372,46.49019,,,Polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Texas,10,.678125,.321875,,,Chance of winning,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Tennessee,9,57.42757,41.53434,,,Projected vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Tennessee,8,60.98291,37.97901,,.0486985,Blend with economic fundamentals,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Tennessee,7,57.24188,41.72004,,,Snapshot,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Tennessee,6,58.69741,40.2645,,.4316924,Blend with regression,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Tennessee,5,56.13624,42.82567,,,Reallocated vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Tennessee,4,1.840282,1.840286,,,Reallocate undecideds and third-party votes,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Tennessee,3,54.29596,40.98538,,,Adjusted polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Tennessee,2,-.1090546,.0340195,,,Adjust for bounces & recent events,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Tennessee,1,54.40501,40.95136,,,Polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Tennessee,10,.966475,.033525,,,Chance of winning,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Dakota,9,57.11265,41.44662,,,Projected vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Dakota,8,60.64645,37.91283,,.0486985,Blend with economic fundamentals,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Dakota,7,56.91849,41.64078,,,Snapshot,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Dakota,6,58.9991,39.56017,,.388727,Blend with regression,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Dakota,5,55.59537,42.9639,,,Reallocated vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Dakota,4,2.82233,2.82233,,,Reallocate undecideds and third-party votes,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Dakota,3,52.77304,40.14157,,,Adjusted polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Dakota,2,.023037,.0791588,,,Adjust for bounces & recent events,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Dakota,1,52.75,40.06241,,,Polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Dakota,10,.9452,.0548,,,Chance of winning,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Carolina,9,53.69741,45.44261,,,Projected vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Carolina,8,57.34967,41.79035,,.0486985,Blend with economic fundamentals,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Carolina,7,53.52887,45.61115,,,Snapshot,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Carolina,6,53.90903,45.23099,,.2586704,Blend with regression,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Carolina,5,53.39622,45.74379,,,Reallocated vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Carolina,4,2.360512,2.360512,,,Reallocate undecideds and third-party votes,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Carolina,3,51.03571,43.38328,,,Adjusted polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Carolina,2,-.0362473,.018425,,,Adjust for bounces & recent events,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Carolina,1,51.07196,43.36486,,,Polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",South Carolina,10,.90795,.09205,,,Chance of winning,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Rhode Island,9,35.44591,63.27547,,,Projected vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Rhode Island,8,38.87652,59.84486,,.0486985,Blend with economic fundamentals,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Rhode Island,7,35.21922,63.50215,,,Snapshot,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Rhode Island,6,36.47974,62.24163,,.6480401,Blend with regression,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Rhode Island,5,32.89831,65.82307,,,Reallocated vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Rhode Island,4,1.249035,1.249039,,,Reallocate undecideds and third-party votes,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Rhode Island,3,31.64927,64.57403,,,Adjusted polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Rhode Island,2,.0248985,-.0526047,,,Adjust for bounces & recent events,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Rhode Island,1,31.62437,64.62663,,,Polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Rhode Island,10,.001,.999,,,Chance of winning,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Pennsylvania,9,47.14465,52.15916,,,Projected vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Pennsylvania,8,50.82611,48.47769,,.0486985,Blend with economic fundamentals,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Pennsylvania,7,46.95696,52.34684,,,Snapshot,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Pennsylvania,6,45.78988,53.51393,,.0997237,Blend with regression,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Pennsylvania,5,47.08624,52.21757,,,Reallocated vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Pennsylvania,4,2.086056,2.08606,,,Reallocate undecideds and third-party votes,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Pennsylvania,3,45.00018,50.13151,,,Adjusted polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Pennsylvania,2,-.0630264,.0398331,,,Adjust for bounces & recent events,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Pennsylvania,1,45.06321,50.09167,,,Polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Pennsylvania,10,.159125,.840875,,,Chance of winning,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oregon,9,39.85424,58.05627,,,Projected vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oregon,8,43.40286,54.50765,,.0486985,Blend with economic fundamentals,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oregon,7,39.65656,58.25396,,,Snapshot,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oregon,6,40.782,57.12852,,.3571774,Blend with regression,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oregon,5,39.03122,58.8793,,,Reallocated vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oregon,4,1.469368,1.469368,,,Reallocate undecideds and third-party votes,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oregon,3,37.56185,57.40993,,,Adjusted polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oregon,2,-.0075722,-.0250969,,,Adjust for bounces & recent events,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oregon,1,37.56942,57.43503,,,Polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oregon,10,.0245,.9755,,,Chance of winning,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oklahoma,9,61.8081,37.07059,,,Projected vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oklahoma,8,65.24585,33.63285,,.0486985,Blend with economic fundamentals,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oklahoma,7,61.63832,37.24038,,,Snapshot,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oklahoma,6,64.36856,34.51014,,.3117547,Blend with regression,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oklahoma,5,60.4016,38.47709,,,Reallocated vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oklahoma,4,2.155857,2.155861,,,Reallocate undecideds and third-party votes,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oklahoma,3,58.24575,36.32123,,,Adjusted polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oklahoma,2,-.1092834,.038784,,,Adjust for bounces & recent events,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oklahoma,1,58.35503,36.28245,,,Polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Oklahoma,10,.9935,.0065,,,Chance of winning,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Ohio,9,50.07917,48.92052,,,Projected vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Ohio,8,53.73325,45.26644,,.0486985,Blend with economic fundamentals,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Ohio,7,49.88183,49.11786,,,Snapshot,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Ohio,6,48.53206,50.46763,,.2328656,Blend with regression,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Ohio,5,50.29156,48.70814,,,Reallocated vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Ohio,4,2.319332,2.319332,,,Reallocate undecideds and third-party votes,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Ohio,3,47.97223,46.38881,,,Adjusted polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Ohio,2,-.0468597,.017704,,,Adjust for bounces & recent events,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Ohio,1,48.01908,46.3711,,,Polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",Ohio,10,.583725,.416275,,,Chance of winning,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Dakota,9,60.09061,37.41129,,,Projected vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Dakota,8,63.47619,34.02571,,.0486985,Blend with economic fundamentals,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Dakota,7,59.88883,37.61306,,,Snapshot,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Dakota,6,62.58623,34.91566,,.4067656,Blend with regression,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Dakota,5,58.0393,39.4626,,,Reallocated vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Dakota,4,1.571415,1.571411,,,Reallocate undecideds and third-party votes,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Dakota,3,56.46788,37.89119,,,Adjusted polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Dakota,2,.025444,-.0383339,,,Adjust for bounces & recent events,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Dakota,1,56.44244,37.92952,,,Polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Dakota,10,.983875,.016125,,,Chance of winning,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Carolina,9,48.63823,50.63234,,,Projected vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Carolina,8,52.32334,46.94723,,.0486985,Blend with economic fundamentals,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Carolina,7,48.45547,50.8151,,,Snapshot,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Carolina,6,48.65712,50.61345,,.1264735,Blend with regression,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Carolina,5,48.42627,50.8443,,,Reallocated vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Carolina,4,1.744671,1.744671,,,Reallocate undecideds and third-party votes,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Carolina,3,46.6816,49.09962,,,Adjusted polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Carolina,2,-.0380478,.0134697,,,Adjust for bounces & recent events,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Carolina,1,46.71965,49.08615,,,Polling average,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",North Carolina,10,.3512,.6488,,,Chance of winning,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",New York,9,34.82276,64.14661,,,Projected vote share,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",New York,8,38.29627,60.67311,,.0486985,Blend with economic fundamentals,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",New York,7,34.65111,64.31827,,,Snapshot,13:42:04 26 Oct 2020,40000
