cycle,branch,forecastdate,district,candidateA,candidateB,displaystep,description,margin,lite_weight,classic_weight,deluxe_weight,simulations,timestamp
2020,House,10/26/20,WI-3,Ron Kind,Derrick Van Orden,2,CANTOR (analysis of comparable disticts),14.906,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WI-3,Ron Kind,Derrick Van Orden,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WI-2,Mark Pocan,Peter Theron,4,Expert ratings adjusted for national environment,44.6774,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WI-2,Mark Pocan,Peter Theron,3,Fundamentals (non-polling factors),45.32423,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WI-2,Mark Pocan,Peter Theron,2,CANTOR (analysis of comparable disticts),54.92854,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WI-2,Mark Pocan,Peter Theron,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WI-1,Roger Polack,Bryan Steil,4,Expert ratings adjusted for national environment,-23.96092,0,0,1.171692,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WI-1,Roger Polack,Bryan Steil,3,Fundamentals (non-polling factors),-21.73137,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WI-1,Roger Polack,Bryan Steil,2,CANTOR (analysis of comparable disticts),-8.247561,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WI-1,Roger Polack,Bryan Steil,1,Polls adjusted for house effects & other factors,-13.62883,.910181,.910181,.910181,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-9,Adam Smith,Doug Basler,4,Expert ratings adjusted for national environment,54.53733,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-9,Adam Smith,Doug Basler,3,Fundamentals (non-polling factors),55.40381,0,1.342794,1.342794,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-9,Adam Smith,Doug Basler,2,CANTOR (analysis of comparable disticts),67.57811,.8358126,.0962403,.0962403,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-9,Adam Smith,Doug Basler,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-8,Kim Schrier,Jesse Jensen,4,Expert ratings adjusted for national environment,12.0117,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-8,Kim Schrier,Jesse Jensen,3,Fundamentals (non-polling factors),16.88511,0,1.342794,1.342794,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-8,Kim Schrier,Jesse Jensen,2,CANTOR (analysis of comparable disticts),24.28301,.8358126,.0962403,.0962403,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-8,Kim Schrier,Jesse Jensen,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-7,Pramila Jayapal,Craig Keller,4,Expert ratings adjusted for national environment,71.00792,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-7,Pramila Jayapal,Craig Keller,3,Fundamentals (non-polling factors),71.80595,0,1.342794,1.342794,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-7,Pramila Jayapal,Craig Keller,2,CANTOR (analysis of comparable disticts),85.00583,.8358126,.0962403,.0962403,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-7,Pramila Jayapal,Craig Keller,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-6,Derek Kilmer,Elizabeth Kreiselmaier,4,Expert ratings adjusted for national environment,27.90166,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-6,Derek Kilmer,Elizabeth Kreiselmaier,3,Fundamentals (non-polling factors),28.89262,0,1.342794,1.342794,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-6,Derek Kilmer,Elizabeth Kreiselmaier,2,CANTOR (analysis of comparable disticts),35.70341,.8358126,.0962403,.0962403,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-6,Derek Kilmer,Elizabeth Kreiselmaier,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-5,Dave Wilson,Cathy McMorris Rodgers,4,Expert ratings adjusted for national environment,-24.23943,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-5,Dave Wilson,Cathy McMorris Rodgers,3,Fundamentals (non-polling factors),-20.18739,0,1.342794,1.342794,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-5,Dave Wilson,Cathy McMorris Rodgers,2,CANTOR (analysis of comparable disticts),-10.09398,.8358126,.0962403,.0962403,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-5,Dave Wilson,Cathy McMorris Rodgers,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-4,Douglas McKinley,Dan Newhouse,4,Expert ratings adjusted for national environment,-34.24858,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-4,Douglas McKinley,Dan Newhouse,3,Fundamentals (non-polling factors),-33.15565,0,1.342794,1.342794,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-4,Douglas McKinley,Dan Newhouse,2,CANTOR (analysis of comparable disticts),-22.87425,.8358126,.0962403,.0962403,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-4,Douglas McKinley,Dan Newhouse,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-3,Carolyn Long,Jaime Herrera Beutler,4,Expert ratings adjusted for national environment,-11.97264,0,0,1.418092,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-3,Carolyn Long,Jaime Herrera Beutler,3,Fundamentals (non-polling factors),-6.816264,0,1.342794,1.342794,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-3,Carolyn Long,Jaime Herrera Beutler,2,CANTOR (analysis of comparable disticts),-1.521186,.595793,.0962403,.0962403,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-3,Carolyn Long,Jaime Herrera Beutler,1,Polls adjusted for house effects & other factors,-5.524727,1.404207,1.404207,1.404207,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-2,Rick Larsen,Timothy Hazelo,4,Expert ratings adjusted for national environment,38.53486,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-2,Rick Larsen,Timothy Hazelo,3,Fundamentals (non-polling factors),39.81918,0,1.342794,1.342794,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-2,Rick Larsen,Timothy Hazelo,2,CANTOR (analysis of comparable disticts),45.5708,.8358126,.0962403,.0962403,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-2,Rick Larsen,Timothy Hazelo,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-1,Suzan DelBene,Jeffrey Beeler Sr.,4,Expert ratings adjusted for national environment,24.7793,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-1,Suzan DelBene,Jeffrey Beeler Sr.,3,Fundamentals (non-polling factors),24.98501,0,1.342794,1.342794,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-1,Suzan DelBene,Jeffrey Beeler Sr.,2,CANTOR (analysis of comparable disticts),38.02433,.8358126,.0962403,.0962403,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-1,Suzan DelBene,Jeffrey Beeler Sr.,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-10,Marilyn Strickland,Beth Doglio,4,Expert ratings adjusted for national environment,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-10,Marilyn Strickland,Beth Doglio,3,Fundamentals (non-polling factors),9.916275,0,1.439034,1.439034,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-10,Marilyn Strickland,Beth Doglio,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,WA-10,Marilyn Strickland,Beth Doglio,1,Polls adjusted for house effects & other factors,21,.6534927,.6534927,.6534927,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VT-1,Peter Welch,Miriam Berry,4,Expert ratings adjusted for national environment,36.24453,0,0,1.197121,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VT-1,Peter Welch,Miriam Berry,3,Fundamentals (non-polling factors),37.73272,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VT-1,Peter Welch,Miriam Berry,2,CANTOR (analysis of comparable disticts),29.85749,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VT-1,Peter Welch,Miriam Berry,1,Polls adjusted for house effects & other factors,39.42469,.9611642,.9611642,.9611642,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-9,Cameron Dickerson,Morgan Griffith,4,Expert ratings adjusted for national environment,-67.62915,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-9,Cameron Dickerson,Morgan Griffith,3,Fundamentals (non-polling factors),-67.62915,1.439034,1.439034,1.439034,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-9,Cameron Dickerson,Morgan Griffith,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-9,Cameron Dickerson,Morgan Griffith,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-8,Don Beyer,Jeff Jordan,4,Expert ratings adjusted for national environment,53.97092,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-8,Don Beyer,Jeff Jordan,3,Fundamentals (non-polling factors),53.7221,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-8,Don Beyer,Jeff Jordan,2,CANTOR (analysis of comparable disticts),71.68194,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-8,Don Beyer,Jeff Jordan,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-7,Abigail Spanberger,Nick Freitas,4,Expert ratings adjusted for national environment,4.256279,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-7,Abigail Spanberger,Nick Freitas,3,Fundamentals (non-polling factors),6.276894,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-7,Abigail Spanberger,Nick Freitas,2,CANTOR (analysis of comparable disticts),15.44547,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-7,Abigail Spanberger,Nick Freitas,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-6,Nicholas Betts,Ben Cline,4,Expert ratings adjusted for national environment,-28.38194,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-6,Nicholas Betts,Ben Cline,3,Fundamentals (non-polling factors),-26.79022,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-6,Nicholas Betts,Ben Cline,2,CANTOR (analysis of comparable disticts),-20.76117,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-6,Nicholas Betts,Ben Cline,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-5,Cameron Webb,Bob Good,4,Expert ratings adjusted for national environment,-3.140014,0,0,1.684747,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-5,Cameron Webb,Bob Good,3,Fundamentals (non-polling factors),4.882669,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-5,Cameron Webb,Bob Good,2,CANTOR (analysis of comparable disticts),3.950192,.0611562,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-5,Cameron Webb,Bob Good,1,Polls adjusted for house effects & other factors,-.7848282,1.938844,1.938844,1.938844,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-4,A. Donald McEachin,Leon Benjamin,4,Expert ratings adjusted for national environment,23.6653,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-4,A. Donald McEachin,Leon Benjamin,3,Fundamentals (non-polling factors),21.70638,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-4,A. Donald McEachin,Leon Benjamin,2,CANTOR (analysis of comparable disticts),47.47614,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-4,A. Donald McEachin,Leon Benjamin,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-3,Robert C. Scott,John W. Collick,4,Expert ratings adjusted for national environment,37.53188,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-3,Robert C. Scott,John W. Collick,3,Fundamentals (non-polling factors),36.82547,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-3,Robert C. Scott,John W. Collick,2,CANTOR (analysis of comparable disticts),58.90067,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-3,Robert C. Scott,John W. Collick,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-2,Elaine Luria,Scott W. Taylor,4,Expert ratings adjusted for national environment,5.036036,0,0,1.616131,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-2,Elaine Luria,Scott W. Taylor,3,Fundamentals (non-polling factors),10.75383,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-2,Elaine Luria,Scott W. Taylor,2,CANTOR (analysis of comparable disticts),11.96561,.1987308,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-2,Elaine Luria,Scott W. Taylor,1,Polls adjusted for house effects & other factors,5.771904,1.801269,1.801269,1.801269,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-1,Qasim Rashid,Robert J. Wittman,4,Expert ratings adjusted for national environment,-26.14384,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-1,Qasim Rashid,Robert J. Wittman,3,Fundamentals (non-polling factors),-7.988161,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-1,Qasim Rashid,Robert J. Wittman,2,CANTOR (analysis of comparable disticts),-6.081591,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-1,Qasim Rashid,Robert J. Wittman,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-11,Gerry Connolly,Manga Anantatmula,4,Expert ratings adjusted for national environment,43.22722,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-11,Gerry Connolly,Manga Anantatmula,3,Fundamentals (non-polling factors),42.96333,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-11,Gerry Connolly,Manga Anantatmula,2,CANTOR (analysis of comparable disticts),61.03479,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-11,Gerry Connolly,Manga Anantatmula,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-10,Jennifer Wexton,Aliscia Andrews,4,Expert ratings adjusted for national environment,20.62513,0,0,1.18774,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-10,Jennifer Wexton,Aliscia Andrews,3,Fundamentals (non-polling factors),18.24567,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-10,Jennifer Wexton,Aliscia Andrews,2,CANTOR (analysis of comparable disticts),18.75925,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,VA-10,Jennifer Wexton,Aliscia Andrews,1,Polls adjusted for house effects & other factors,17.97828,.9423568,.9423568,.9423568,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,UT-4,Ben McAdams,Burgess Owens,4,Expert ratings adjusted for national environment,2.017328,0,0,1.498001,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,UT-4,Ben McAdams,Burgess Owens,3,Fundamentals (non-polling factors),.4397785,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,UT-4,Ben McAdams,Burgess Owens,2,CANTOR (analysis of comparable disticts),-1.98867,.4355774,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,UT-4,Ben McAdams,Burgess Owens,1,Polls adjusted for house effects & other factors,.7367134,1.564423,1.564423,1.564423,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,UT-3,Devin Thorpe,John R. Curtis,4,Expert ratings adjusted for national environment,-33.46001,0,0,1.063528,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,UT-3,Devin Thorpe,John R. Curtis,3,Fundamentals (non-polling factors),-33.16067,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,UT-3,Devin Thorpe,John R. Curtis,2,CANTOR (analysis of comparable disticts),-25.11449,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,UT-3,Devin Thorpe,John R. Curtis,1,Polls adjusted for house effects & other factors,-30.32259,.6933135,.6933135,.6933135,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,UT-2,Kael Weston,Chris Stewart,4,Expert ratings adjusted for national environment,-24.08628,0,0,1.063528,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,UT-2,Kael Weston,Chris Stewart,3,Fundamentals (non-polling factors),-18.92437,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,UT-2,Kael Weston,Chris Stewart,2,CANTOR (analysis of comparable disticts),-15.43302,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,UT-2,Kael Weston,Chris Stewart,1,Polls adjusted for house effects & other factors,-19.54499,.6933135,.6933135,.6933135,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,UT-1,Darren Parry,Blake Moore,4,Expert ratings adjusted for national environment,-34.18539,0,0,1.063528,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,UT-1,Darren Parry,Blake Moore,3,Fundamentals (non-polling factors),-37.03415,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,UT-1,Darren Parry,Blake Moore,2,CANTOR (analysis of comparable disticts),-21.11837,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,UT-1,Darren Parry,Blake Moore,1,Polls adjusted for house effects & other factors,-26.33983,.6933135,.6933135,.6933135,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,TX-9,Al Green,Johnny Teague,4,Expert ratings adjusted for national environment,57.77114,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,TX-9,Al Green,Johnny Teague,3,Fundamentals (non-polling factors),57.44352,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,TX-9,Al Green,Johnny Teague,2,CANTOR (analysis of comparable disticts),76.13782,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,TX-9,Al Green,Johnny Teague,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,TX-8,Elizabeth Hernandez,Kevin Brady,4,Expert ratings adjusted for national environment,-56.02745,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,TX-8,Elizabeth Hernandez,Kevin Brady,3,Fundamentals (non-polling factors),-53.88358,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,TX-8,Elizabeth Hernandez,Kevin Brady,2,CANTOR (analysis of comparable disticts),-58.19148,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,TX-8,Elizabeth Hernandez,Kevin Brady,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,TX-7,Lizzie Fletcher,Wesley Hunt,4,Expert ratings adjusted for national environment,10.39849,0,0,1.088403,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,TX-7,Lizzie Fletcher,Wesley Hunt,3,Fundamentals (non-polling factors),.6033373,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,TX-7,Lizzie Fletcher,Wesley Hunt,2,CANTOR (analysis of comparable disticts),4.000299,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
